vin,engine_type,vehicle_type_id,exterior_color,interior_color,floor_price,msr_price,miles_count,year_of_car,is_sold,is_new,dealership_location_id
WBA3K5C56EK243431,V4,21,Mauv,Purple,26166,18026,272,2017,TRUE,TRUE,11
WBAPH7C56BE796120,V8,2,Maroon,Puce,34874,18922,117,2020,FALSE,TRUE,41
WAUDG74F06N734098,V4,8,Aquamarine,Teal,25787,17690,327,2019,TRUE,TRUE,49
WBAFZ9C52DC719554,V4,19,Green,Aquamarine,26875,18651,280,2017,TRUE,TRUE,14
WBAYF8C53ED239904,V6,23,Khaki,Orange,26035,17182,276,2020,FALSE,TRUE,15
1FTMF1EW4AK621845,V8,9,Teal,Orange,34777,16894,287,2020,TRUE,TRUE,30
JH4CU2E67AC307559,V6,6,Goldenrod,Aquamarine,28534,15566,170,2018,FALSE,TRUE,33
3C6TD4DT7CG727799,V4,5,Crimson,Fuscia,27525,18137,152,2017,TRUE,TRUE,2
19UUA56842A576178,V8,8,Indigo,Violet,30811,15732,118,2020,TRUE,TRUE,18
SCFEBBDL3EG431318,V6,19,Turquoise,Red,27910,19245,321,2017,FALSE,TRUE,34
1N6AD0CW5EN572729,V6,8,Khaki,Khaki,26517,18397,377,2017,FALSE,TRUE,35
5UXZV4C55BL753952,V6,18,Aquamarine,Pink,31876,16642,284,2019,FALSE,TRUE,6
WBABS53492E670440,V8,19,Purple,Goldenrod,32661,18467,220,2017,FALSE,TRUE,16
WP0AA2A88EK150676,V8,8,Red,Yellow,25713,17236,66,2017,TRUE,TRUE,24
JTHCL5EF5F5120837,V6,21,Turquoise,Yellow,25686,17482,251,2020,TRUE,TRUE,26
1G6DH8EG3A0519403,V8,10,Crimson,Indigo,25717,16840,119,2017,TRUE,TRUE,4
SCFFDAAM6DG687439,V6,13,Teal,Puce,26942,15926,24,2018,FALSE,TRUE,11
1G4PR5SK1D4755345,V6,12,Fuscia,Indigo,28628,19721,43,2019,FALSE,TRUE,1
19UUA96229A063721,V6,7,Violet,Goldenrod,29949,17968,259,2019,TRUE,TRUE,33
5FRYD3H88FB567648,V8,9,Yellow,Khaki,33028,17858,330,2020,FALSE,TRUE,13
W04GU5GC5B1151990,V4,12,Khaki,Khaki,29146,17181,250,2020,FALSE,TRUE,2
1N6AF0KY3FN128179,V8,20,Red,Crimson,28970,19748,213,2020,FALSE,TRUE,12
1G6YX36D185415775,V4,19,Turquoise,Orange,31847,17451,251,2020,TRUE,TRUE,13
1GD02ZCG8CZ106537,V4,8,Crimson,Indigo,32565,16418,131,2017,TRUE,TRUE,5
4T1BD1EB2EU542466,V4,1,Orange,Orange,31971,19233,22,2019,FALSE,TRUE,26
1GD01XEG5FZ871715,V4,16,Green,Orange,32349,18477,344,2020,TRUE,TRUE,9
4JGCB2FE0BA331868,V6,20,Mauv,Turquoise,33147,18752,147,2018,TRUE,TRUE,49
WBA5M6C57ED296586,V6,21,Maroon,Crimson,32141,19353,183,2017,FALSE,TRUE,18
WAUKH98E86A907018,V4,10,Puce,Maroon,29210,19582,380,2017,FALSE,TRUE,28
3FADP0L38AR802371,V4,2,Violet,Violet,27729,16376,82,2020,FALSE,TRUE,24
WAUJF78K69N081696,V6,17,Purple,Yellow,27966,19696,153,2019,TRUE,TRUE,27
JTHBE5C29A2337601,V4,1,Turquoise,Khaki,26543,19277,285,2018,TRUE,TRUE,19
WAUDFAFC7FN110673,V8,2,Mauv,Aquamarine,33891,17996,218,2017,TRUE,TRUE,10
JM1NC2LF5D0553256,V4,19,Aquamarine,Indigo,28445,15772,22,2017,FALSE,TRUE,24
KMHHU6KJ5FU134676,V8,4,Crimson,Yellow,29377,16420,295,2019,FALSE,TRUE,16
JN1AZ4EH8DM079404,V8,17,Blue,Red,26619,18033,192,2019,TRUE,TRUE,8
5TDBY5G15FS090359,V4,23,Blue,Khaki,29516,17494,398,2017,TRUE,TRUE,48
5TFCM5F16AX557809,V4,5,Turquoise,Blue,27501,16749,101,2017,FALSE,TRUE,35
5TDBW5G15DS859977,V6,3,Green,Aquamarine,31260,15137,23,2020,TRUE,TRUE,11
19VDE3F39DE921435,V8,12,Maroon,Crimson,31392,17387,12,2020,TRUE,TRUE,37
2C3CDXJG1FH008154,V6,9,Khaki,Purple,34940,19048,384,2019,FALSE,TRUE,39
1FMCU0C79BK135679,V4,8,Aquamarine,Khaki,26602,18417,25,2020,FALSE,TRUE,6
1G6DU6EA7A0392568,V8,22,Pink,Goldenrod,31722,18399,278,2017,FALSE,TRUE,8
4T1BD1FK5EU112980,V4,6,Puce,Mauv,25282,16188,226,2017,TRUE,TRUE,12
3D7TT2CT7AG027446,V4,21,Pink,Blue,32336,15935,374,2018,FALSE,TRUE,43
WAUPFAFM2AA249700,V8,13,Teal,Mauv,26519,15782,341,2017,FALSE,TRUE,1
JM3TB2CA9D0126135,V8,10,Blue,Indigo,29794,15577,254,2017,TRUE,TRUE,36
WA1YD54B83N348176,V8,9,Khaki,Mauv,34055,19318,184,2020,FALSE,TRUE,44
2G4GP5ECXB9296403,V4,8,Goldenrod,Yellow,31686,17388,330,2017,FALSE,TRUE,21
JTHBE5C24A5926232,V8,14,Teal,Crimson,30440,18219,144,2020,FALSE,TRUE,24
WAUHFAFL7BN847481,V6,8,Crimson,Turquoise,27317,19603,25,2020,TRUE,TRUE,42
WAU4FBFL9AA153062,V8,13,Crimson,Turquoise,32610,18902,137,2020,TRUE,TRUE,18
WAURVAFA3AN094505,V6,19,Indigo,Violet,29045,18549,57,2018,FALSE,TRUE,32
2C3CDXHG1FH184756,V4,17,Fuscia,Violet,31158,16715,345,2020,FALSE,TRUE,36
1G6KD5E62BU037881,V4,16,Teal,Yellow,25960,18887,154,2020,FALSE,TRUE,6
WBAVA37598N800779,V6,19,Green,Green,32424,19906,330,2019,FALSE,TRUE,37
5N1AN0NU7AC527059,V4,21,Pink,Red,33345,19054,79,2019,TRUE,TRUE,26
WAUYGAFC2CN431496,V6,13,Pink,Mauv,25710,17563,39,2019,FALSE,TRUE,48
WAUWFAFR3CA641238,V6,1,Teal,Blue,26245,15656,378,2020,TRUE,TRUE,48
1N4AL2AP7BN526222,V6,23,Blue,Mauv,28877,16231,48,2019,TRUE,TRUE,28
1GYFK23269R488614,V6,9,Turquoise,Fuscia,34681,18533,177,2017,FALSE,TRUE,46
3D7JV1EP0AG660592,V8,8,Blue,Red,31511,17490,231,2020,FALSE,TRUE,47
WBA3V5C59FP034342,V6,6,Pink,Indigo,34117,17236,165,2017,TRUE,TRUE,11
WP1AA2A2XBL989483,V6,6,Orange,Violet,25519,16159,239,2017,FALSE,TRUE,48
JA32U1FU6AU151236,V6,17,Yellow,Khaki,34317,16153,235,2019,TRUE,TRUE,22
WVWAA7AJXCW371122,V8,4,Indigo,Teal,32367,19298,354,2020,TRUE,TRUE,50
1FTSW3B56AE052641,V8,3,Indigo,Aquamarine,27587,19996,109,2018,FALSE,TRUE,27
1C4RDHEG5EC225665,V8,6,Puce,Teal,26884,16548,19,2017,FALSE,TRUE,7
KMHCM3AC7BU283158,V8,25,Maroon,Puce,30938,19719,155,2018,FALSE,TRUE,23
1FTEX1CM2BK074322,V6,5,Goldenrod,Mauv,34367,15110,394,2019,TRUE,TRUE,32
19VDE1F76FE040525,V8,17,Yellow,Violet,29017,19787,243,2019,TRUE,TRUE,20
3C6TD5NT1CG784049,V4,1,Red,Purple,31858,17703,36,2020,FALSE,TRUE,29
WAULT58E95A107371,V6,10,Aquamarine,Turquoise,31294,20000,268,2017,FALSE,TRUE,15
1G6DH8E33E0418364,V6,7,Maroon,Goldenrod,30762,19523,233,2018,FALSE,TRUE,48
2G61L5S38F9798233,V6,10,Indigo,Khaki,26507,15868,392,2020,TRUE,TRUE,16
5N1AT2ML0EC393835,V8,2,Teal,Mauv,26988,18606,88,2018,TRUE,TRUE,31
1G4GE5EV5AF407811,V8,8,Aquamarine,Teal,26356,18289,85,2019,TRUE,TRUE,8
2T1BURHE5EC857347,V6,24,Purple,Violet,31308,19121,5,2018,FALSE,TRUE,41
WBAVL1C50FV944464,V4,22,Violet,Teal,34922,18836,273,2020,FALSE,TRUE,27
WDDPK4HA8FF239403,V6,25,Orange,Yellow,26994,15819,150,2018,TRUE,TRUE,40
1G6YV36A585255153,V8,6,Blue,Purple,25335,17327,188,2020,FALSE,TRUE,28
1FBAX2CM4FK410793,V4,17,Crimson,Maroon,25417,17542,228,2019,TRUE,TRUE,4
3VWAL7AJ2AM406966,V4,25,Red,Orange,28288,15052,394,2018,FALSE,TRUE,32
2C4RDGEG8ER922894,V6,12,Crimson,Teal,28077,19958,362,2018,FALSE,TRUE,35
WBAKB0C55BC386018,V6,7,Crimson,Puce,25464,19828,154,2020,FALSE,TRUE,2
TRUWT28N921088465,V6,12,Goldenrod,Crimson,30003,15148,345,2020,FALSE,TRUE,41
JTEBU5JR3F5915598,V6,25,Purple,Puce,29277,19635,2,2019,FALSE,TRUE,36
1FAHP3EN5AW427537,V4,22,Green,Turquoise,31828,16387,283,2020,FALSE,TRUE,43
WA1VFAFL7EA912311,V8,8,Violet,Purple,27251,16189,15,2017,TRUE,TRUE,5
19UUA8F20CA400419,V6,6,Maroon,Khaki,26163,18478,196,2020,TRUE,TRUE,10
TRUTC28N941896790,V4,6,Blue,Blue,32005,15949,153,2017,FALSE,TRUE,32
19UYA42542A568508,V6,11,Aquamarine,Yellow,34293,18807,132,2020,FALSE,TRUE,30
1GD12ZCG8BF094085,V4,25,Crimson,Puce,25469,19233,175,2020,FALSE,TRUE,22
TRUWT28N721410858,V8,7,Maroon,Aquamarine,31176,16116,15,2019,TRUE,TRUE,10
JH4KB2F55AC231816,V4,7,Green,Khaki,30270,19658,309,2018,FALSE,TRUE,24
WBAUN7C54BV118719,V4,4,Fuscia,Mauv,33695,17564,165,2017,FALSE,TRUE,14
WBS3C9C55FP242209,V4,21,Mauv,Maroon,28566,19770,233,2020,TRUE,TRUE,27
19UUB2F52FA977784,V6,21,Aquamarine,Red,28574,16043,314,2019,TRUE,TRUE,41
WA1CGAFE9FD695057,V6,17,Crimson,Purple,34731,18732,7,2018,FALSE,TRUE,13
JH4DC53883S174638,V8,25,Green,Goldenrod,25888,19428,6,2017,TRUE,TRUE,50
WAULC58E44A565740,V4,9,Turquoise,Orange,34299,15360,144,2020,TRUE,TRUE,38
3C3CFFER4DT901052,V6,19,Aquamarine,Maroon,30306,15985,345,2017,FALSE,TRUE,13
WBAKN9C55FD285606,V8,19,Puce,Fuscia,25600,19043,186,2020,TRUE,TRUE,50
2T1BURHE6FC811298,V4,3,Puce,Purple,31057,15240,383,2019,TRUE,TRUE,36
5TDDCRFH2ES534115,V8,18,Pink,Violet,34564,16314,202,2020,FALSE,TRUE,37
KNDKG3A25A7737578,V8,9,Yellow,Maroon,28499,18764,93,2017,FALSE,TRUE,2
1C6RD6HT5CS674397,V8,5,Turquoise,Purple,34001,18993,383,2017,FALSE,TRUE,19
YV4902BZ8E1331731,V6,5,Purple,Goldenrod,25011,19154,385,2017,FALSE,TRUE,28
WVGAV3AX7EW600260,V8,3,Green,Pink,28189,19076,19,2018,FALSE,TRUE,39
JN1CV6EK2CM580072,V4,2,Teal,Puce,30837,16985,218,2020,TRUE,TRUE,14
KL4CJBSB5EB168985,V6,16,Orange,Aquamarine,25570,17628,6,2020,FALSE,TRUE,45
WAUDG74F59N304572,V6,3,Khaki,Purple,34989,17615,48,2020,FALSE,TRUE,9
KMHDB8AE6CU472278,V8,1,Khaki,Puce,32719,16627,262,2020,FALSE,TRUE,26
WAUAH98E08A826898,V8,13,Goldenrod,Turquoise,34376,19676,201,2017,FALSE,TRUE,19
WBA4B3C58FD446545,V6,21,Mauv,Yellow,27364,19863,252,2019,TRUE,TRUE,21
1FTEX1CM2BF830384,V8,14,Aquamarine,Puce,29808,19230,250,2019,TRUE,TRUE,25
JM1NC2LF8D0540033,V8,15,Crimson,Puce,34069,17812,169,2019,TRUE,TRUE,6
KNAFU5A20D5229361,V6,19,Goldenrod,Red,31152,19728,290,2018,FALSE,TRUE,44
1C3CCBAB1CN429689,V6,8,Purple,Blue,27401,19790,92,2019,FALSE,TRUE,15
WAUKH74FX8N530156,V8,9,Indigo,Violet,29185,17152,270,2020,FALSE,TRUE,18
WBA6A0C58FG468828,V8,5,Mauv,Indigo,34778,19619,328,2017,TRUE,TRUE,12
5UXKS4C57E0877673,V8,1,Crimson,Mauv,30008,16944,141,2018,TRUE,TRUE,13
5NPDH4AE1EH611936,V6,16,Teal,Aquamarine,28577,19949,336,2020,TRUE,TRUE,29
3D7TT2HT7AG784940,V6,11,Orange,Khaki,25569,16764,209,2020,TRUE,TRUE,35
SAJWA2GT5EM007496,V4,5,Purple,Crimson,25234,16679,13,2017,TRUE,TRUE,34
19XFA1E80AE623025,V8,6,Teal,Indigo,30841,15665,36,2019,FALSE,TRUE,47
WVWBB7AJ8DW919704,V8,12,Mauv,Violet,31027,16120,333,2020,FALSE,TRUE,37
5GTMNGEE8A8164172,V4,23,Red,Goldenrod,34173,15918,302,2017,TRUE,TRUE,43
5UXZW0C5XD0608156,V4,11,Mauv,Puce,29536,18510,71,2018,FALSE,TRUE,30
SALWG2WF8EA194817,V6,18,Puce,Yellow,33788,17878,251,2017,TRUE,TRUE,13
1N6AA0CA1FN341485,V6,24,Orange,Pink,30149,16255,227,2020,FALSE,TRUE,44
SAJWA4EC7CM843015,V4,9,Teal,Fuscia,33362,16552,283,2018,TRUE,TRUE,9
JN8AZ1MU3CW463608,V8,13,Violet,Khaki,34404,15841,368,2020,FALSE,TRUE,41
WAUCFAFH8DN059821,V4,13,Fuscia,Puce,29443,15468,136,2020,TRUE,TRUE,8
JN1BY1AP1DM123195,V4,24,Mauv,Yellow,30876,19614,86,2019,FALSE,TRUE,29
4A4AP3AU1FE171802,V4,4,Blue,Indigo,25002,18225,311,2020,FALSE,TRUE,21
3D4PH6FVXAT013973,V6,4,Violet,Red,25247,15894,143,2020,FALSE,TRUE,22
WA1AV74L67D127934,V8,16,Violet,Goldenrod,34264,19420,375,2018,TRUE,TRUE,2
1FTMF1C84AK781762,V6,22,Orange,Puce,30426,19689,92,2020,TRUE,TRUE,29
1D7RB1CT4AS814371,V4,14,Puce,Orange,33185,18344,43,2017,TRUE,TRUE,10
1G6DN57U670867702,V6,14,Khaki,Teal,28379,18134,73,2019,FALSE,TRUE,24
3GYFK66NX4G609649,V8,25,Violet,Khaki,25130,15525,239,2019,FALSE,TRUE,23
WAUMR44E77N256490,V4,4,Red,Red,28749,19618,318,2020,TRUE,TRUE,46
JM1GJ1T68E1331153,V6,4,Teal,Violet,27042,18979,269,2020,FALSE,TRUE,50
KMHDB8AE8AU300587,V8,13,Fuscia,Turquoise,32728,16150,220,2018,FALSE,TRUE,21
WBAVC53567F548946,V6,16,Orange,Violet,34723,17936,347,2017,TRUE,TRUE,33
WA1DGBFE2BD783565,V4,17,Fuscia,Turquoise,28619,17086,58,2017,FALSE,TRUE,22
1FMEU8DE2AU862010,V6,7,Mauv,Crimson,33899,19175,278,2020,FALSE,TRUE,5
WBADS33472G962766,V8,4,Crimson,Purple,25210,17862,21,2017,FALSE,TRUE,13
WAUHE78P08A604200,V8,21,Indigo,Goldenrod,25108,19833,14,2017,TRUE,TRUE,30
1D4PT4GX4BW586172,V4,9,Goldenrod,Mauv,29010,15649,369,2020,FALSE,TRUE,5
SALFR2BG9DH402928,V8,12,Green,Maroon,30943,17848,113,2019,TRUE,TRUE,43
JN1CV6FE8AM607992,V8,13,Mauv,Khaki,29318,15169,170,2019,TRUE,TRUE,19
4T1BD1EB8FU660121,V6,19,Red,Goldenrod,33782,15128,143,2017,TRUE,TRUE,9
2T1BU4EE9DC891362,V4,16,Blue,Puce,25716,18666,183,2019,TRUE,TRUE,4
WBAEV53475K532535,V4,5,Fuscia,Teal,28663,19028,31,2020,FALSE,TRUE,3
WAUBFAFL3CA160660,V6,23,Puce,Aquamarine,32536,17644,188,2018,FALSE,TRUE,2
1FTFW1E80AK329880,V8,16,Goldenrod,Orange,31370,17338,244,2019,FALSE,TRUE,47
1G6DJ8EG8A0828630,V8,12,Fuscia,Red,34594,18879,392,2019,TRUE,TRUE,37
WAUUL68E45A995084,V4,25,Green,Fuscia,29812,15488,329,2019,FALSE,TRUE,16
JH4DC53814S388565,V4,20,Pink,Orange,29045,19981,12,2018,FALSE,TRUE,20
WAUUL98E57A080412,V4,20,Yellow,Teal,30417,18021,43,2017,TRUE,TRUE,9
5FRYD4H69GB215927,V4,15,Yellow,Red,29381,15639,281,2019,FALSE,TRUE,7
5N1AR1NB2BC591293,V6,21,Puce,Purple,27099,18038,175,2017,TRUE,TRUE,47
19XFB4F22FE302071,V4,15,Aquamarine,Pink,29910,17315,144,2020,FALSE,TRUE,41
1FMJU1G59AE451473,V4,14,Violet,Green,27172,18760,272,2018,FALSE,TRUE,33
WBSCL93461L303302,V4,14,Aquamarine,Turquoise,32824,16698,11,2020,FALSE,TRUE,21
WBA5A7C5XFG879507,V8,25,Pink,Violet,25946,18359,9,2019,FALSE,TRUE,13
5TFAW5F17FX621123,V6,9,Mauv,Pink,33487,17215,227,2020,TRUE,TRUE,34
YV126MFJXF1333947,V6,3,Pink,Violet,30814,19320,47,2019,TRUE,TRUE,22
1G4HP52K44U787328,V6,15,Teal,Turquoise,34032,17415,138,2017,FALSE,TRUE,23
WA1YD54B25N050192,V6,21,Violet,Indigo,31345,17058,260,2019,TRUE,TRUE,43
WA1CGAFE3FD058603,V4,3,Blue,Turquoise,34033,19642,83,2018,TRUE,TRUE,38
1G4GD5EG4AF723141,V6,20,Khaki,Goldenrod,25546,17898,289,2020,TRUE,TRUE,26
3GYFK62827G221822,V4,11,Red,Purple,29024,19280,233,2018,FALSE,TRUE,11
WAUMGBFLXAA322549,V8,24,Violet,Indigo,25955,18227,107,2019,TRUE,TRUE,8
WUAW2AFC6FN806306,V8,22,Crimson,Orange,31658,19680,216,2017,FALSE,TRUE,42
1G6DG8EY5B0613327,V4,25,Violet,Turquoise,33341,15422,291,2018,FALSE,TRUE,30
3VWML7AJ5DM836055,V4,12,Turquoise,Purple,28396,17219,65,2018,FALSE,TRUE,37
WAUHFAFLXAN799120,V8,25,Yellow,Blue,32155,17993,171,2017,TRUE,TRUE,14
WAUDT48H86K982624,V6,9,Goldenrod,Purple,33567,16576,390,2017,TRUE,TRUE,37
JTHFF2C24E2434854,V8,22,Violet,Green,32178,19244,356,2017,TRUE,TRUE,32
2HNYD2H61DH335727,V8,22,Khaki,Khaki,28277,19438,191,2018,TRUE,TRUE,25
1GYS4PKJ4FR104582,V8,12,Red,Green,26538,15755,367,2017,TRUE,TRUE,50
SCFFBCCD1BG793244,V8,10,Red,Red,25519,19404,98,2019,TRUE,TRUE,16
3C6TD4DT4CG605739,V4,11,Teal,Purple,25460,15739,267,2017,FALSE,TRUE,5
1G6DP57V780735441,V4,16,Orange,Goldenrod,34597,16102,73,2019,FALSE,TRUE,14
JTHBL5EF5C5788029,V8,1,Violet,Violet,26461,17224,194,2019,TRUE,TRUE,20
1FTEX1E80AF506607,V4,8,Mauv,Red,25712,16984,387,2020,FALSE,TRUE,46
1GYS3FEJ4DR639868,V8,20,Indigo,Violet,31747,17871,206,2017,FALSE,TRUE,45
JTHFE2C22F2604097,V4,12,Khaki,Violet,27176,15076,237,2019,FALSE,TRUE,17
1G4CU541654375856,V6,16,Aquamarine,Mauv,26737,16979,378,2017,TRUE,TRUE,41
WAUEF98E97A877628,V8,14,Mauv,Turquoise,26927,18649,8,2018,TRUE,TRUE,11
WAUKF98P59A013747,V8,1,Red,Turquoise,33848,17230,349,2017,FALSE,TRUE,15
1G6DN57U760019228,V6,11,Khaki,Goldenrod,31982,19377,65,2018,TRUE,TRUE,29
KNAFK4A60F5821199,V8,10,Purple,Aquamarine,31862,19146,306,2018,FALSE,TRUE,20
KNAFU5A23B5889066,V6,2,Fuscia,Khaki,31574,16033,321,2017,FALSE,TRUE,22
SALGR2WF7EA642012,V4,17,Turquoise,Fuscia,30688,18257,195,2017,FALSE,TRUE,48
WVWDB7AJ6EW357652,V6,9,Pink,Purple,30294,18207,249,2020,FALSE,TRUE,29
1G6DC8EGXA0171811,V6,7,Puce,Red,25080,19299,375,2020,FALSE,TRUE,3
3FAHP0JA7AR999665,V8,5,Goldenrod,Indigo,28968,19044,261,2019,FALSE,TRUE,7
5GAKVBKD3FJ912437,V6,1,Violet,Violet,32124,15475,142,2018,FALSE,TRUE,10
1GKUCGEJ4AR603666,V8,2,Purple,Teal,31829,15318,118,2017,TRUE,TRUE,24
2T1BURHE7EC626241,V8,11,Violet,Fuscia,31486,16351,24,2018,FALSE,TRUE,39
5XXGM4A77CG635032,V8,1,Purple,Khaki,28363,15497,157,2017,FALSE,TRUE,35
WAUBNAFB5BN531402,V4,21,Indigo,Red,31220,15740,331,2018,TRUE,TRUE,45
2B3CK3CV7AH796535,V4,21,Yellow,Blue,32323,16808,178,2017,TRUE,TRUE,4
WBADX1C55CE435496,V4,23,Purple,Purple,34077,17162,43,2019,FALSE,TRUE,47
WBALM7C50AE739498,V6,7,Red,Maroon,28176,19830,341,2018,TRUE,TRUE,20
3D73M3HL3AG187898,V6,5,Orange,Green,28909,16415,21,2018,FALSE,TRUE,44
WAUML54DX1N534496,V8,3,Turquoise,Blue,25482,17142,378,2017,TRUE,TRUE,50
1GYEC63867R258086,V6,22,Fuscia,Indigo,31736,15189,365,2018,TRUE,TRUE,9
WP0CA2A83FS459482,V4,12,Fuscia,Blue,32409,18477,124,2020,TRUE,TRUE,2
JN8AF5MV8FT538673,V6,2,Puce,Mauv,30377,18842,59,2017,TRUE,TRUE,3
2B3CK5CT4AH855681,V6,7,Crimson,Maroon,27017,15627,181,2017,FALSE,TRUE,7
WAULT68E05A445442,V4,5,Goldenrod,Yellow,27005,15578,196,2020,FALSE,TRUE,5
1FTNS1EW2AD468483,V4,12,Turquoise,Pink,33420,16636,216,2018,FALSE,TRUE,41
5TDBCRFH7FS153434,V8,9,Blue,Khaki,33458,17409,59,2018,FALSE,TRUE,2
3C63DPGL1CG068146,V4,22,Green,Puce,31691,17594,161,2019,FALSE,TRUE,49
3C63DPKL1CG454086,V6,19,Khaki,Fuscia,33647,18384,280,2017,TRUE,TRUE,21
2T1BU4EE4DC246098,V8,24,Blue,Red,25432,17333,36,2018,FALSE,TRUE,36
2G4WB55K431728601,V4,19,Maroon,Indigo,33769,17544,375,2017,FALSE,TRUE,48
WAUDT48H04K838093,V4,23,Violet,Yellow,27376,18788,138,2017,FALSE,TRUE,23
1C3CCBBB7EN888856,V4,2,Khaki,Mauv,28680,15175,318,2019,TRUE,TRUE,47
4T1BF3EK1AU029807,V8,2,Orange,Goldenrod,25915,18682,147,2017,FALSE,TRUE,41
WA1CV94L37D430626,V6,16,Indigo,Puce,29184,16358,114,2020,FALSE,TRUE,5
1G6KS54Y54U478223,V8,3,Green,Maroon,27935,15848,256,2017,TRUE,TRUE,27
WDDGF4HB6CR732052,V8,21,Turquoise,Maroon,32488,18526,219,2020,TRUE,TRUE,46
WBAWV53599P873246,V6,1,Teal,Puce,29453,16913,330,2017,TRUE,TRUE,27
1FTMF1EW3AK308785,V4,10,Goldenrod,Khaki,31434,17383,56,2019,TRUE,TRUE,26
KL4CJESB1FB370922,V6,13,Yellow,Red,31886,18484,144,2019,FALSE,TRUE,11
2G61W5S85F9122244,V8,24,Green,Purple,34373,16185,360,2017,FALSE,TRUE,28
5TDDK3DC5FS791813,V8,20,Orange,Indigo,34167,16764,22,2017,TRUE,TRUE,13
WAUUL78E58A875529,V8,25,Indigo,Purple,33283,17341,36,2020,TRUE,TRUE,13
1GYS4KEF8DR354091,V8,4,Puce,Indigo,31688,19814,273,2019,FALSE,TRUE,25
WBANB335X4B174688,V6,2,Green,Puce,31310,19474,286,2017,TRUE,TRUE,25
WDBWK5EA0BF574163,V4,1,Indigo,Violet,32109,16593,288,2017,TRUE,TRUE,20
WAUDF78E77A029036,V4,14,Turquoise,Violet,25494,18627,22,2017,FALSE,TRUE,13
5NPEB4AC5EH585863,V6,11,Green,Turquoise,26694,17297,92,2017,TRUE,TRUE,27
WDBSK7AA7BF956173,V6,25,Blue,Green,28488,16516,244,2018,FALSE,TRUE,46
1N6AD0CU4AC825835,V8,23,Violet,Fuscia,26308,15366,77,2018,FALSE,TRUE,8
1N4AA5AP5AC301072,V6,22,Goldenrod,Red,34146,19782,271,2017,TRUE,TRUE,50
WBABW33485P275019,V8,1,Purple,Aquamarine,28518,16104,57,2017,FALSE,TRUE,19
WAUGL98E95A992681,V8,14,Aquamarine,Blue,25908,15025,111,2018,FALSE,TRUE,17
1GD12ZCG2BF338197,V6,17,Blue,Khaki,30609,19450,252,2020,TRUE,TRUE,21
WVGAV7AX7BW283356,V6,12,Violet,Teal,26266,18433,237,2018,TRUE,TRUE,3
1NXBE4EE6AZ798791,V6,23,Mauv,Khaki,32069,19900,290,2020,TRUE,TRUE,40
YV126MFD6F1915652,V6,16,Aquamarine,Puce,34801,19476,303,2019,FALSE,TRUE,35
1G4HC5EM7AU134299,V6,3,Teal,Indigo,28632,16408,241,2020,FALSE,TRUE,41
19UUA75568A822742,V6,6,Purple,Khaki,28784,19101,333,2017,TRUE,TRUE,37
1D7CW2BK0AS221485,V6,9,Puce,Blue,34839,16822,384,2019,FALSE,TRUE,29
WA1CGAFE6FD933205,V8,20,Violet,Violet,28825,16326,393,2019,FALSE,TRUE,28
1GYFC56259R443013,V6,9,Mauv,Maroon,34324,15520,108,2020,FALSE,TRUE,20
WAUMFAFL9DN830781,V6,18,Red,Aquamarine,33858,18370,383,2020,TRUE,TRUE,46
3C3CFFJH6FT871777,V6,25,Blue,Yellow,25053,19011,327,2019,TRUE,TRUE,3
WA1DMAFP5EA008493,V8,22,Fuscia,Mauv,30085,16563,52,2020,TRUE,TRUE,31
5N1AN0NU9AC403620,V4,10,Mauv,Khaki,27076,17689,284,2020,TRUE,TRUE,8
1GYS4FEJ6CR423760,V6,17,Yellow,Orange,27443,18013,192,2020,TRUE,TRUE,14
WAULC68E33A243501,V4,13,Crimson,Crimson,27863,16490,131,2017,FALSE,TRUE,39
4A31K3DT9CE139746,V6,13,Goldenrod,Violet,26371,18088,9,2019,FALSE,TRUE,9
WAUGN94F59N890107,V4,3,Pink,Maroon,26204,15877,90,2017,FALSE,TRUE,10
1G6AG5RX1F0091658,V4,18,Puce,Mauv,25853,16468,396,2018,FALSE,TRUE,34
WAUVC68E72A900176,V6,18,Yellow,Aquamarine,34470,18886,47,2019,FALSE,TRUE,13
4A31K3DT2AE178501,V8,23,Maroon,Orange,25337,16121,152,2017,FALSE,TRUE,44
WBA3A5C5XEJ087029,V4,14,Fuscia,Orange,25697,16832,102,2018,FALSE,TRUE,36
3C3CFFBR9CT492582,V8,1,Aquamarine,Puce,34165,16514,217,2020,FALSE,TRUE,18
KNALN4D76E5567642,V6,13,Goldenrod,Green,34116,17256,231,2018,TRUE,TRUE,4
1G4GE5GD8BF746598,V6,12,Green,Pink,34366,15579,292,2017,FALSE,TRUE,34
2C3CCAST6CH269979,V4,22,Violet,Teal,31652,15462,271,2020,TRUE,TRUE,7
KNAFK4A66E5683635,V6,23,Orange,Orange,30110,15882,351,2018,TRUE,TRUE,28
KMHTC6AD9DU333042,V4,2,Khaki,Blue,31353,15527,147,2017,TRUE,TRUE,34
SAJWA4FBXCL042722,V8,1,Fuscia,Mauv,26939,19205,73,2017,FALSE,TRUE,37
3GYFK22279G829455,V4,12,Indigo,Teal,34764,18124,166,2018,FALSE,TRUE,49
WBSDX9C57CE428253,V8,3,Yellow,Crimson,31350,15597,385,2017,TRUE,TRUE,15
SCFEBBEL6DG862622,V8,2,Pink,Aquamarine,33592,19449,148,2018,TRUE,TRUE,38
