sales_type_id,vehicle_id,employee_id,customer_id,dealership_id,price,deposit,purchase_date,pickup_date,invoice_number,payment_method,sale_returned
2,935,206,789,41,59288.82,842,2/29/16 16:58,3/7/16 16:58,9707655577,diners-club-us-ca,
1,936,817,494,40,92417.41,752,1/11/06 2:15,1/22/06 2:15,7928034689,jcb,
1,937,914,377,26,92112.21,14238,11/13/15 1:40,12/3/15 1:40,8295060341,diners-club-carte-blanche,
1,938,456,52,42,65123.08,7731,5/20/13 23:55,6/18/13 23:55,1485240867,mastercard,
1,939,598,347,48,18965.88,17618,1/23/13 19:14,2/8/13 19:14,3032011744,jcb,
2,940,558,928,18,65614.71,11224,6/26/15 13:19,7/22/15 13:19,9340665309,maestro,
2,941,570,965,4,38928.43,1537,2/19/12 21:49,3/2/12 21:49,5169739885,bankcard,
1,942,780,480,31,27137.43,3892,11/30/17 21:33,12/5/17 21:33,6373321258,americanexpress,
1,943,956,717,36,48390.18,5606,3/22/19 15:18,4/15/19 15:18,6637997323,laser,
2,944,928,128,20,47553.29,6986,5/17/20 20:57,6/13/20 20:57,2749684463,mastercard,
2,945,356,510,46,31863.27,12682,6/11/09 3:22,6/24/09 3:22,731471946,visa,
1,946,582,827,2,39117.87,14767,10/8/07 23:03,10/27/07 23:03,3172019330,jcb,
2,947,649,654,24,77840.79,2698,2/14/17 16:11,3/15/17 16:11,3453679520,maestro,
1,948,589,578,37,86653.43,1675,1/18/08 10:55,1/30/08 10:55,6056787141,jcb,
2,949,870,896,24,33661.15,5312,2/8/06 1:49,3/1/06 1:49,4733857209,jcb,
1,950,371,716,22,28835.87,1806,12/19/09 15:28,1/8/10 15:28,616692390,jcb,
1,951,720,1055,47,69375,7970,9/7/11 23:38,9/28/11 23:38,5611832660,jcb,
2,952,260,184,20,73348.67,12052,10/3/12 0:47,10/10/12 0:47,2830984242,jcb,
1,953,497,965,10,56156.67,3347,7/2/18 13:35,7/15/18 13:35,6720841580,mastercard,
1,954,874,890,1,78307.15,13713,10/3/19 15:10,10/28/19 15:10,3354139897,mastercard,
1,955,869,436,18,35020.34,17604,10/24/16 4:16,11/3/16 4:16,402363531,diners-club-enroute,
2,956,574,910,44,62629.89,16464,4/6/11 11:49,4/28/11 11:49,2129913695,mastercard,
2,957,465,76,27,87823.91,1943,9/25/18 11:29,10/2/18 11:29,7890003897,maestro,
1,958,53,716,1,99977.12,7770,10/18/13 17:51,10/26/13 17:51,5935676826,jcb,
2,959,926,809,15,57483.51,14840,8/4/16 2:23,8/13/16 2:23,6640292211,mastercard,
2,960,806,183,26,98533.56,7294,5/7/18 0:38,6/5/18 0:38,9671774105,mastercard,
1,961,968,601,15,70366.22,3948,11/4/13 23:22,11/26/13 23:22,5364055833,china-unionpay,
2,962,472,481,34,87403.65,3705,7/29/07 17:11,8/5/07 17:11,8782742049,visa-electron,
1,963,52,304,21,50332.72,4477,7/23/18 7:50,8/16/18 7:50,9167425070,laser,
2,964,682,381,46,19659.22,10040,12/22/07 18:41,1/17/08 18:41,6092310392,china-unionpay,
2,965,564,820,25,22727.76,5985,2/22/08 8:39,3/1/08 8:39,7503861959,visa-electron,
2,966,425,176,11,23732.1,14252,5/2/12 21:02,5/28/12 21:02,3128294267,jcb,
2,967,627,147,4,82061.15,2515,7/3/13 18:29,7/25/13 18:29,228076714,switch,
2,968,931,723,2,65001.75,6935,8/27/15 10:09,9/26/15 10:09,4931942946,mastercard,
1,969,566,282,31,92176.66,4293,3/15/16 13:48,3/23/16 13:48,6638725645,jcb,
1,970,86,388,2,95513.34,15891,1/9/19 12:57,1/18/19 12:57,1322866929,china-unionpay,
1,971,236,435,25,68104,14797,10/1/14 5:19,10/7/14 5:19,7440011317,maestro,
2,972,57,776,41,23039.06,10878,7/22/18 23:30,8/19/18 23:30,7531811464,jcb,
1,973,280,998,36,53018.56,7521,5/24/11 16:37,6/3/11 16:37,578349515,jcb,
1,974,234,232,33,85497.08,9849,9/10/17 1:28,9/22/17 1:28,1351110713,jcb,
2,975,607,24,32,73270.98,3743,8/21/19 3:12,9/16/19 3:12,2003639446,switch,
2,976,630,39,48,88770.87,6397,9/11/14 19:27,9/20/14 19:27,7474298007,diners-club-enroute,
1,977,264,1031,19,74993,9729,1/24/15 4:36,2/6/15 4:36,8895375491,americanexpress,
1,978,601,232,1,31043.94,11179,1/28/08 11:24,2/10/08 11:24,1235878074,jcb,
1,979,85,705,15,36414.76,9483,7/20/17 13:53,8/11/17 13:53,5223131657,jcb,
1,980,116,381,48,21683.56,6007,9/7/15 19:29,10/4/15 19:29,9985415647,jcb,
1,981,156,529,11,49394.39,12484,9/8/06 0:46,9/21/06 0:46,7240847284,jcb,
1,982,766,211,30,29223.85,13302,7/8/09 15:40,7/24/09 15:40,4281690557,switch,
1,983,213,687,15,93250.03,9735,6/3/17 18:02,6/9/17 18:02,8623878027,jcb,
1,984,768,1012,50,75956.48,13969,1/6/14 4:37,2/3/14 4:37,8827607439,maestro,
2,985,679,115,47,67562.13,2001,10/26/08 13:31,11/13/08 13:31,6487364967,jcb,
1,986,600,255,15,34888.06,9429,12/29/18 17:59,1/4/19 17:59,7893095806,mastercard,
2,987,401,884,32,47646.34,11507,4/25/06 22:23,5/16/06 22:23,2999302061,jcb,
2,988,36,356,16,36646.06,11991,5/16/17 13:20,5/20/17 13:20,9289319127,jcb,
1,989,867,738,50,49283.56,16969,1/23/06 10:37,2/1/06 10:37,745228631,maestro,
1,990,900,759,33,20381.25,2096,2/4/20 19:10,2/8/20 19:10,110310659,maestro,
1,991,357,85,1,33366.14,1142,3/6/12 12:03,3/24/12 12:03,7809921606,jcb,
2,992,960,523,31,82257.06,13203,9/8/08 8:18,9/14/08 8:18,892363991,jcb,
1,993,560,541,30,48081.8,1582,8/11/14 17:49,8/28/14 17:49,1213866715,mastercard,
2,994,824,142,48,45851.15,10882,2/9/20 21:43,2/10/20 21:43,8160026722,jcb,
1,995,387,1055,7,23856,7637,7/6/14 0:38,7/28/14 0:38,6372633965,jcb,
1,996,47,116,16,19008.39,12187,12/9/08 6:56,12/29/08 6:56,4140646152,mastercard,
2,997,443,410,9,20857.71,11540,6/2/20 14:42,6/11/20 14:42,6698114634,jcb,
2,998,932,569,33,81043.45,4544,6/21/17 16:59,6/29/17 16:59,6871382860,visa,
2,999,691,558,28,41405.22,8230,3/14/06 14:37,3/16/06 14:37,4725518700,visa,
2,1000,211,850,27,29026.73,11074,3/28/20 4:58,3/30/20 4:58,3890746284,jcb,
1,1,131,236,3,53015.78,1444,1/1/12 5:26,1/3/12 5:26,8479776587,jcb,
2,2,34,717,39,54931.36,12327,3/5/18 21:19,4/4/18 21:19,1936644983,switch,
2,3,806,212,1,56599.9,15669,1/8/18 23:21,1/31/18 23:21,8663769040,visa-electron,
1,4,16,121,7,83817.25,8697,11/17/13 12:38,11/18/13 12:38,2510959956,jcb,
2,5,349,314,25,52607.15,12399,2/5/19 18:38,2/27/19 18:38,4751756141,china-unionpay,
2,6,767,16,2,51067.78,17822,5/28/08 11:38,6/4/08 11:38,5626622365,mastercard,
2,7,640,287,16,73732.83,12285,1/29/16 3:47,2/25/16 3:47,2361180863,mastercard,
2,8,223,824,41,82428.88,3499,11/28/12 2:38,12/25/12 2:38,1906470782,jcb,
2,9,257,880,21,25207.97,7151,8/30/10 3:36,9/23/10 3:36,6762458696,diners-club-enroute,
1,10,231,679,15,89320.65,4699,2/19/14 9:39,2/23/14 9:39,7990022125,visa-electron,
2,11,144,638,26,86326.22,12492,3/1/12 11:48,3/7/12 11:48,5361814016,jcb,
2,12,250,929,23,60806.17,2936,3/28/08 20:26,4/3/08 20:26,132161842,maestro,
2,13,876,188,18,40516.32,14994,11/16/14 12:52,11/30/14 12:52,8738817454,jcb,
2,14,558,461,23,59030.7,3732,9/24/14 9:54,10/6/14 9:54,2713081467,switch,
2,15,410,682,4,48697.79,17487,3/1/08 5:59,3/29/08 5:59,3763068546,jcb,
2,16,814,570,45,86210,7440,8/7/18 2:49,9/1/18 2:49,3386365310,switch,
1,17,437,281,9,86329.62,5629,9/9/09 14:04,10/4/09 14:04,7869809179,diners-club-carte-blanche,
2,18,705,954,6,35474.1,16571,11/15/18 1:52,11/25/18 1:52,3503646248,jcb,
1,19,227,824,47,42597.91,1230,8/5/06 19:17,8/9/06 19:17,1689855258,china-unionpay,
1,20,979,988,39,74407.47,14437,4/17/12 22:43,5/5/12 22:43,7514413235,diners-club-enroute,
1,21,409,749,46,97275.36,14494,6/21/05 1:32,7/14/05 1:32,2239035668,diners-club-enroute,
2,22,452,625,8,69804,6555,7/31/09 10:11,8/11/09 10:11,3621468552,jcb,
2,23,422,283,26,26011,13963,12/20/13 22:05,1/2/14 22:05,7443370407,mastercard,
1,24,498,650,31,34022.07,7517,8/20/09 7:42,8/22/09 7:42,3335469801,jcb,
1,25,461,387,50,19476.08,5671,10/2/12 8:13,10/26/12 8:13,490238610,maestro,
1,26,509,789,44,27154.77,16611,12/27/16 13:28,1/20/17 13:28,8151630124,jcb,
1,27,834,372,9,88035.43,9019,4/16/08 9:38,5/7/08 9:38,683883003,switch,
1,28,956,631,21,23544.33,15205,12/29/07 17:53,1/21/08 17:53,6985163793,diners-club-international,
2,29,33,714,37,68904.21,4302,9/26/13 21:32,10/16/13 21:32,1525345907,jcb,
1,30,245,289,24,87016.92,15747,9/6/18 18:27,9/29/18 18:27,5409980808,visa-electron,
1,31,258,365,12,24880.11,9810,9/30/13 2:10,10/11/13 2:10,8411006131,switch,
1,32,815,1007,30,50957.86,17689,5/6/18 9:31,5/31/18 9:31,2318552134,maestro,
1,33,463,675,7,61525.44,11174,10/26/14 23:52,11/18/14 23:52,106995553,americanexpress,
1,34,775,120,15,67027.91,1032,3/9/12 3:09,3/28/12 3:09,9123103701,maestro,
1,35,202,873,44,49241.29,9362,1/7/19 5:24,1/22/19 5:24,3155362871,switch,
1,36,468,1088,5,55180.45,10763,6/29/17 21:14,7/10/17 21:14,9509817708,visa-electron,
2,37,649,815,29,27886.16,16039,10/2/18 14:40,11/1/18 14:40,5033772023,jcb,
2,38,374,937,16,40046.76,11158,3/18/17 15:50,4/8/17 15:50,3763171436,jcb,
2,39,558,518,27,79551.87,3428,7/13/20 0:50,8/3/20 0:50,5777758584,maestro,
1,40,895,856,19,59132.26,1474,12/26/09 7:54,1/18/10 7:54,8665045074,jcb,
1,41,967,213,30,85402.25,7478,12/6/17 4:09,12/11/17 4:09,8874304579,jcb,
2,42,946,598,1,58867.81,1349,8/2/17 23:01,8/28/17 23:01,702459577,jcb,
2,43,4,66,3,62421,6302,8/13/17 22:34,8/28/17 22:34,3104559511,jcb,
2,44,515,722,13,31011.59,15100,8/21/16 14:55,8/29/16 14:55,9257152,visa-electron,
1,45,52,254,19,53998.99,12528,8/18/11 8:30,9/8/11 8:30,6933033953,diners-club-enroute,
1,46,466,697,22,24412.85,8473,8/25/10 4:49,9/6/10 4:49,4107816907,laser,
1,47,641,953,8,34397.91,6106,2/28/08 0:26,3/6/08 0:26,8525283274,jcb,
1,48,594,327,32,70061.03,4198,7/26/14 5:23,8/15/14 5:23,6360252678,china-unionpay,
2,49,910,471,33,39071.45,8540,7/1/17 10:28,7/31/17 10:28,1729858414,switch,
2,50,210,393,30,39442.05,17370,2/28/19 21:46,3/9/19 21:46,9274308876,switch,
2,51,137,433,34,71881.7,15593,9/14/13 7:05,9/20/13 7:05,6895642161,jcb,
1,52,487,440,41,75781.55,6231,5/31/18 16:15,6/12/18 16:15,4919817991,maestro,
1,53,209,938,23,81895.5,8007,6/26/12 15:45,6/28/12 15:45,1625076703,diners-club-enroute,
2,54,211,880,3,81530.74,17378,7/12/20 4:57,8/11/20 4:57,7206004741,jcb,
2,55,596,586,8,25333.57,2255,12/27/07 2:59,1/17/08 2:59,1900401967,diners-club-enroute,
2,56,884,315,21,77003.76,14742,12/11/16 13:25,12/28/16 13:25,1343001315,diners-club-us-ca,
2,57,780,532,44,78825.39,3124,6/8/20 0:23,6/24/20 0:23,7106323845,jcb,
2,58,889,580,28,92840.95,13648,7/3/16 19:33,7/12/16 19:33,6612620218,solo,
2,59,233,358,47,70385.57,11853,7/21/07 0:28,8/20/07 0:28,7242521165,visa-electron,
1,60,30,108,15,37608.43,6683,12/7/18 12:40,12/26/18 12:40,7681175164,mastercard,
2,61,899,321,6,51668.42,1900,12/16/09 0:54,1/5/10 0:54,5797109867,mastercard,
1,62,692,942,12,85576.84,6992,7/10/12 18:40,7/27/12 18:40,9072469321,visa-electron,
2,63,411,532,20,94704.88,2197,12/6/19 8:41,12/29/19 8:41,4628077959,maestro,
2,64,251,566,32,90113.28,4926,4/27/19 6:31,5/27/19 6:31,3935344449,mastercard,
2,65,454,669,24,72655.82,11172,2/14/06 10:47,2/25/06 10:47,5261747600,americanexpress,
2,66,69,962,44,83350.26,12552,2/17/18 1:56,2/26/18 1:56,453871836,jcb,
1,67,525,352,11,43026.82,2538,9/24/06 6:30,10/19/06 6:30,6309806165,diners-club-enroute,
2,68,507,91,27,46809.4,13517,10/19/10 9:52,10/29/10 9:52,1420727540,jcb,
2,69,331,343,32,45558.62,2057,6/18/18 23:09,6/20/18 23:09,9261379516,china-unionpay,
2,70,897,119,18,66760.09,15666,2/10/17 17:49,2/16/17 17:49,4774423602,switch,
2,71,56,121,15,50646.61,4404,1/23/20 23:13,2/9/20 23:13,9604963090,jcb,
1,72,951,629,42,21485,4638,12/3/09 19:59,12/23/09 19:59,5462742509,mastercard,
1,73,810,652,38,83758.82,15904,2/11/08 11:59,2/16/08 11:59,6225661956,jcb,
2,74,986,6,39,54731.26,8110,7/21/11 5:05,7/29/11 5:05,7738264098,bankcard,
2,75,701,289,34,90035.99,16635,8/27/15 6:53,9/16/15 6:53,9806558731,jcb,
2,76,942,21,6,86362.84,6983,11/7/13 21:35,11/13/13 21:35,5480482750,diners-club-international,
2,77,776,53,9,51043.57,16609,7/14/06 0:29,7/27/06 0:29,9776576052,mastercard,
1,78,64,520,21,40526.75,2979,4/26/18 21:24,5/5/18 21:24,5002546250,jcb,
1,79,689,286,15,84610.88,1573,1/9/18 0:18,1/31/18 0:18,6804848160,jcb,
2,80,859,155,17,32521.56,692,1/19/10 7:48,2/18/10 7:48,5264247609,switch,
2,81,351,410,44,85020.16,17063,10/29/05 23:39,11/10/05 23:39,7648359,jcb,
2,82,10,222,3,69894.38,1720,1/7/08 13:34,2/5/08 13:34,8397499482,jcb,
1,83,598,484,50,75149.81,6502,6/9/15 2:20,6/14/15 2:20,8930247881,visa,
1,84,579,1070,45,19888.66,11760,12/16/17 9:11,12/19/17 9:11,5720561919,visa-electron,
2,85,242,582,33,99564.32,9961,6/17/14 23:51,6/22/14 23:51,5860203527,jcb,
1,86,119,164,16,99953.73,11447,9/30/16 13:07,10/8/16 13:07,516726765,jcb,
2,87,651,1091,19,44380.26,14345,7/18/17 11:44,8/8/17 11:44,3191948856,jcb,
2,88,5,908,11,81913.34,13292,10/5/11 18:16,10/21/11 18:16,5187063383,solo,
1,89,516,270,20,98342.68,3364,9/18/14 7:18,10/11/14 7:18,142988588,americanexpress,
2,90,699,30,30,47860.67,3236,9/9/07 16:27,9/23/07 16:27,264728890,jcb,
2,91,422,82,6,54016.96,8429,12/1/09 20:52,12/14/09 20:52,8861650821,jcb,
2,92,438,821,7,96978.7,11795,7/29/13 7:28,8/7/13 7:28,5390141660,jcb,
2,93,749,430,11,28672.13,3272,6/24/10 0:27,7/2/10 0:27,3187422446,diners-club-enroute,
1,94,916,824,24,95081.66,7371,7/19/05 9:06,8/14/05 9:06,207099812,jcb,
1,95,373,213,17,66622.11,4565,2/4/14 2:30,2/12/14 2:30,3511201470,jcb,
1,96,56,893,27,37585.46,6305,1/21/15 1:29,1/25/15 1:29,9921000810,jcb,
1,97,454,275,22,61133.87,14387,8/24/15 0:06,9/5/15 0:06,3736543506,jcb,
2,98,722,805,18,63615,12316,9/26/05 10:24,10/9/05 10:24,9254086517,jcb,
2,99,509,911,37,62403.79,17597,6/3/11 17:02,6/15/11 17:02,5307621736,instapayment,
2,100,435,354,46,52402.09,17214,9/17/12 21:41,9/20/12 21:41,2618510682,mastercard,
1,101,992,332,13,25695.4,13814,7/31/09 7:08,8/20/09 7:08,1886266204,diners-club-enroute,
1,102,956,208,45,70295.6,1007,1/15/18 23:18,1/29/18 23:18,886672759,jcb,
2,103,560,183,41,90377.69,13630,9/6/08 22:03,9/30/08 22:03,7908015476,diners-club-carte-blanche,
1,104,396,390,12,41670.43,7974,12/17/05 6:28,12/23/05 6:28,2608635059,jcb,
2,105,102,863,7,45713.48,3935,8/24/15 19:44,9/8/15 19:44,4398673970,jcb,
2,106,791,605,13,90157.48,2624,11/16/12 19:26,11/29/12 19:26,84926694,jcb,
1,107,410,70,3,77056.62,751,3/3/07 22:49,3/20/07 22:49,5855573729,visa,
2,108,368,1098,38,23938.03,1273,6/6/13 6:06,6/14/13 6:06,6219874765,jcb,
2,109,306,999,50,69855.29,5762,1/23/14 22:18,2/22/14 22:18,5715554691,jcb,
2,110,5,494,42,46097.65,7645,3/16/09 14:04,3/19/09 14:04,5329039142,jcb,
1,111,726,825,8,40711.59,15890,12/12/15 15:29,1/4/16 15:29,5197674326,jcb,
1,112,106,778,4,30572.56,5927,10/22/18 20:29,11/2/18 20:29,707173663,jcb,
1,113,92,644,37,67070.39,12368,5/4/14 10:55,5/22/14 10:55,3557806758,jcb,
1,114,462,576,28,53775.25,5455,6/17/07 13:15,6/22/07 13:15,5145775962,visa-electron,
2,115,298,612,39,59349.41,6326,11/12/14 18:05,11/29/14 18:05,8504429156,jcb,
1,116,732,48,4,33856.46,4782,1/12/09 23:33,2/10/09 23:33,6141320945,jcb,
1,117,253,789,41,51669.79,14074,4/20/15 18:08,4/22/15 18:08,1938180399,jcb,
2,118,670,951,29,74073.1,3882,10/29/15 19:21,11/6/15 19:21,1068667192,jcb,
2,119,295,966,12,63306.94,5034,6/28/20 21:38,7/10/20 21:38,7949618337,jcb,
2,120,871,861,31,55237.55,9711,12/20/18 23:30,1/10/19 23:30,6876482383,americanexpress,
2,121,369,678,23,37620.13,7234,3/13/20 4:13,3/17/20 4:13,8015922135,jcb,
2,122,694,282,34,58935.93,17074,6/3/05 0:53,6/15/05 0:53,1640190694,jcb,
2,123,847,453,43,65681.82,16624,10/11/07 5:43,10/24/07 5:43,3115377916,mastercard,
2,124,201,143,5,57695.03,8059,2/16/09 12:12,3/1/09 12:12,9828911469,jcb,
2,125,784,214,50,90202.28,13240,4/1/13 18:53,4/19/13 18:53,4543448286,jcb,
2,126,857,687,17,91665.33,11910,2/5/18 16:39,2/10/18 16:39,374424039,diners-club-international,
1,127,881,591,32,45101.54,6874,2/11/11 16:28,3/13/11 16:28,5945913391,mastercard,
1,128,952,69,46,79201.9,14836,7/22/11 16:29,8/6/11 16:29,8203830269,bankcard,
2,129,616,302,31,63544.08,9425,10/7/16 11:20,10/27/16 11:20,1469707926,jcb,
1,130,635,709,45,48991.47,14934,6/26/16 10:23,7/9/16 10:23,5941759495,jcb,
2,131,723,625,34,48654.68,5573,7/20/18 19:36,7/25/18 19:36,9778300453,visa,
1,132,365,752,44,48391.37,8375,11/25/17 3:09,12/14/17 3:09,4639098472,jcb,
1,133,341,149,24,88433.29,12981,6/6/09 15:15,7/2/09 15:15,7788951269,jcb,
1,134,631,295,22,21528.88,2625,4/20/09 20:49,4/21/09 20:49,4628955727,jcb,
1,135,62,121,25,94749.46,14816,2/25/16 4:23,3/18/16 4:23,3938442816,switch,
1,136,521,189,30,27414.64,11635,2/29/16 11:16,3/14/16 11:16,5429960187,mastercard,
2,137,287,41,8,74870.09,2893,3/29/13 13:07,4/5/13 13:07,8651920873,visa-electron,
1,138,458,416,49,31990.15,9944,8/11/16 20:41,8/29/16 20:41,2217415999,jcb,
1,139,152,353,49,83860.46,8064,4/11/08 21:32,4/18/08 21:32,7183104877,jcb,
2,140,332,746,5,31997.41,742,5/2/09 18:08,5/31/09 18:08,8681886495,mastercard,
2,141,526,325,28,19615.54,11834,9/22/17 2:06,10/13/17 2:06,2014465274,jcb,
2,142,749,1063,8,51103.1,2427,11/29/10 4:36,12/18/10 4:36,4180149354,jcb,
2,143,229,511,45,86568.93,15515,6/10/09 15:33,6/18/09 15:33,443915113,americanexpress,
1,144,841,509,13,43523.24,2569,1/18/10 13:47,1/19/10 13:47,9395831634,switch,
2,145,83,703,41,60532.65,5287,3/7/07 9:02,4/4/07 9:02,678385734,switch,
1,146,148,816,50,38616.97,5922,7/10/08 7:19,8/7/08 7:19,5306718507,mastercard,
2,147,867,886,32,52035.1,2014,10/20/19 8:37,10/27/19 8:37,7282137455,diners-club-carte-blanche,
1,148,733,189,21,65736.35,2990,3/19/16 19:28,4/12/16 19:28,8886713118,jcb,
2,149,598,707,42,99154.9,6609,3/26/16 11:20,4/15/16 11:20,6959944678,mastercard,
1,150,976,749,31,55370.03,6689,1/27/11 12:20,2/16/11 12:20,2996267524,visa-electron,
2,151,265,80,5,85705.7,5968,3/24/14 15:53,4/15/14 15:53,3593911973,jcb,
1,152,445,892,21,97190.68,11082,6/17/07 6:21,6/20/07 6:21,2336911809,jcb,
1,153,898,264,31,90522.49,12531,9/1/05 17:22,9/30/05 17:22,2258299179,switch,
2,154,533,724,14,29879.19,2793,4/24/15 19:44,5/11/15 19:44,7911289921,maestro,
2,155,720,891,13,58594.08,1543,7/8/13 4:27,7/29/13 4:27,4705394836,switch,
1,156,97,882,4,25231.63,8435,12/2/15 4:16,12/29/15 4:16,1674546106,mastercard,
2,157,812,142,25,32131.63,4382,5/2/07 4:11,5/3/07 4:11,6345223794,visa-electron,
1,158,186,624,41,80790.08,11928,4/27/18 10:56,4/30/18 10:56,301161569,visa,
1,159,728,79,24,60482.8,3172,11/5/18 3:51,12/3/18 3:51,7432798605,jcb,
1,160,525,385,23,96736.13,10798,3/11/16 17:24,3/16/16 17:24,706453166,americanexpress,
2,161,174,767,41,34201.42,2252,7/25/20 2:33,8/22/20 2:33,5099531563,jcb,
1,162,563,265,11,45064.43,17717,10/15/09 21:04,11/5/09 21:04,6653177599,jcb,
1,163,453,1045,43,82691.3,10129,6/16/07 11:16,7/13/07 11:16,3366936657,jcb,
1,164,928,214,29,26310.61,10362,12/6/08 7:30,12/9/08 7:30,8006214387,switch,
2,165,1,973,38,41268.23,3769,7/7/08 16:02,8/4/08 16:02,51821486,maestro,
2,166,347,327,9,91864.11,1989,5/27/07 8:17,6/20/07 8:17,727666347,maestro,
2,167,142,1086,3,64876.21,7262,1/24/18 11:00,1/28/18 11:00,219042993,diners-club-enroute,
2,168,171,56,21,97208.51,9677,7/22/05 23:27,8/7/05 23:27,3654936776,jcb,
1,169,186,1037,16,39191.79,3703,2/5/06 13:18,3/2/06 13:18,3319440691,visa-electron,
1,170,907,145,22,89663.84,9167,10/28/17 6:59,11/3/17 6:59,5677442720,jcb,
2,171,252,501,8,88712.74,11495,9/8/06 3:45,9/25/06 3:45,5617677047,bankcard,
2,172,670,879,23,89585.85,2569,9/9/06 14:58,10/7/06 14:58,5275056540,bankcard,
2,173,924,600,17,19139.42,6778,7/14/19 16:19,7/19/19 16:19,9202930163,jcb,
2,174,589,859,49,19976.09,13754,7/17/08 23:49,8/16/08 23:49,5919581093,visa-electron,
2,175,48,952,20,34274.95,4264,5/26/13 10:03,6/7/13 10:03,3895203130,maestro,
2,176,927,360,9,29575.23,8385,6/18/17 21:33,7/1/17 21:33,3878171447,jcb,
2,177,150,985,15,34334.8,6200,9/4/19 21:32,9/19/19 21:32,3786282471,diners-club-enroute,
1,178,969,822,41,55816.66,2177,1/12/19 6:56,1/25/19 6:56,8809639154,laser,
1,179,179,34,5,39814.85,539,10/23/19 21:02,10/31/19 21:02,4219450092,jcb,
1,180,154,977,48,18315.3,1629,9/9/08 14:43,9/14/08 14:43,1362563684,visa-electron,
1,181,259,219,31,33095.24,6688,5/27/19 12:49,6/25/19 12:49,724723811,maestro,
1,182,248,361,38,98409.04,13875,4/24/09 2:15,5/6/09 2:15,36592862,jcb,
2,183,871,28,22,86017.63,982,12/10/16 4:59,1/5/17 4:59,8545144342,jcb,
1,184,726,338,11,20204.62,13497,10/29/10 17:05,11/15/10 17:05,8508528078,bankcard,
2,185,930,988,45,55410.74,11748,8/25/18 19:34,9/9/18 19:34,5502119718,jcb,
1,186,736,477,25,57386.11,3032,12/17/16 23:22,1/9/17 23:22,7337151683,laser,
1,187,702,882,1,73723.15,15579,10/30/19 7:58,11/10/19 7:58,81073917,bankcard,
1,188,487,448,48,41492.56,11436,12/7/11 22:08,12/16/11 22:08,5732447083,jcb,
2,189,32,55,15,86501.08,5527,6/16/18 16:58,6/22/18 16:58,1916195458,jcb,
2,190,705,901,31,57974.71,8911,11/1/13 4:18,11/4/13 4:18,3507833603,americanexpress,
1,191,767,254,45,43089.56,9098,2/4/19 15:05,2/28/19 15:05,3290305538,americanexpress,
2,192,282,899,19,99727,13130,10/21/08 9:17,11/9/08 9:17,742503801,switch,
1,193,329,646,1,52703.59,17859,8/16/09 22:27,9/1/09 22:27,7204487125,switch,
1,194,729,423,49,55979.56,4199,12/6/06 6:54,12/25/06 6:54,8012927683,jcb,
2,195,351,981,29,70878.85,13683,4/6/07 2:09,4/9/07 2:09,5297198704,maestro,
1,196,521,960,6,68304.66,11850,6/10/19 2:26,6/21/19 2:26,2839845261,jcb,
1,197,102,1028,44,99151.35,535,4/13/09 14:05,4/16/09 14:05,186558090,jcb,
2,198,612,874,21,48301.57,3057,12/5/07 3:53,12/11/07 3:53,592932273,diners-club-international,
1,199,235,163,34,23951.4,6354,4/26/18 14:51,5/25/18 14:51,7734578357,jcb,
1,200,157,143,31,51357.18,11046,5/19/11 0:46,6/1/11 0:46,7879710906,maestro,
2,201,434,996,20,32888.83,8637,11/9/11 15:42,11/11/11 15:42,8024507706,visa,
1,202,491,760,41,47627.36,15679,5/28/14 16:40,6/20/14 16:40,2051491011,jcb,
1,203,719,472,32,86385.35,8819,2/21/06 10:03,3/5/06 10:03,5353900723,visa,
1,204,771,1015,12,39526.79,12521,4/26/10 18:24,5/10/10 18:24,3932991923,visa-electron,
1,205,813,665,2,40082.45,17183,10/16/07 22:45,10/21/07 22:45,6321371793,jcb,
1,206,664,87,44,22664.1,5565,4/25/18 17:12,5/2/18 17:12,4423045850,mastercard,
1,207,147,1043,23,43046.88,15875,6/13/11 1:29,6/14/11 1:29,9759831708,jcb,
2,208,79,933,49,52550.54,9093,5/18/05 12:42,6/11/05 12:42,3766632744,china-unionpay,
2,209,446,1017,41,30163.97,1948,6/15/08 11:10,6/26/08 11:10,989906655,instapayment,
2,210,430,397,45,52236.57,1264,1/19/11 0:52,1/24/11 0:52,3115869126,jcb,
2,211,370,1005,12,93672.61,4859,9/18/18 22:13,10/7/18 22:13,630111308,jcb,
2,212,420,171,16,85893.78,11314,2/27/10 2:26,3/15/10 2:26,1423050258,diners-club-carte-blanche,
2,213,640,960,10,97044.11,6136,5/28/16 23:37,6/5/16 23:37,2425137173,bankcard,
2,214,857,627,45,44412.64,5612,3/19/18 15:56,4/3/18 15:56,5028370281,diners-club-enroute,
2,215,989,231,17,18449.49,15568,5/17/11 15:52,6/6/11 15:52,5205913177,diners-club-carte-blanche,
2,216,117,189,14,30860.07,4542,7/14/17 19:04,7/31/17 19:04,2515688888,bankcard,
1,217,453,91,43,88835.51,17698,2/23/16 16:17,3/24/16 16:17,4893866915,maestro,
2,218,944,873,25,46053.95,10431,3/21/11 10:52,4/9/11 10:52,278955908,china-unionpay,
2,219,823,80,36,89837.67,2291,10/4/11 17:43,10/6/11 17:43,5148091762,diners-club-carte-blanche,
2,220,41,530,27,76393.66,16109,2/11/08 22:12,2/29/08 22:12,9231897950,laser,
